Investment Banking Name,Country
daVinci Consulting AS,Norway
Drome AS,Norway
Eclipse Energy Group AS,Norway
Fish Pool ASA,Norway
Forum Securities AS,Norway
Glitnir Privatokonomi AS,Norway
Kjelstrup & Wiggen AS,Norway
Kjelstrup & Wiggen Consulting AS,Norway
Kontali Analyse AS,Norway
Reservoir Evaluation Services AS,Norway
Sj  stjerna Invest AS,Norway
Storebrand Bank ASA,Norway
Thomson Reuters Point Carbon AS,Norway
Verdipapirsentralen ASA,Norway
Viamar AS,Norway
Al Madina Financial & Investment Services Co. (S.A.O.C),Oman
Al Madina Research,Oman
"Al Maha Financial Services LLC, Research Division",Oman
"Global Financial Investment Holding & Securities Co. SAOG, Research Division",Oman
"Oman Arab Bank, Research Division",Oman
Shurooq Securities Co. LLC,Oman
"The Financial Corporation Company SAOG, Research Division",Oman
"United Securities LLC, Research Division",Oman
Ackermann Beaumont Madrid,Pakistan
AKD Securities Limited,Pakistan
"Alfalah Securities (Private) Limited, Research Division",Pakistan
Cedar Capital (Private) Limited,Pakistan
"Elixir Securities Pakistan (Pvt) Ltd., Research Division",Pakistan
"Fortune Securities Limited., Research Division",Pakistan
"Foundation Securities (Private) Limited, Research Division",Pakistan
IconSecurities (Pvt.) Ltd.,Pakistan
"IGI Finex Securities Limited, Research Division",Pakistan
Javed Omer Vohra & Company Limited,Pakistan
"JSK Securities Ltd., Research Division",Pakistan
KASHF Microfinance Bank Limited,Pakistan
Khoja's Capital Management (Pvt.) Limited,Pakistan
M/s. Invest Capital Markets Limited,Pakistan
MTM Securities (Pvt) Ltd.,Pakistan
Pearl Capital Management (Pvt.) Ltd.,Pakistan
"Pearl Securities Limited, Research Division",Pakistan
Rafi Securities (Pvt.) Ltd.,Pakistan
Seven Star Securities (Pvt) Ltd,Pakistan
Sherman Securities (Pvt.) Limited,Pakistan
Shirazi Capital (Pvt.) Limited,Pakistan
"SMH Financial Solution, Research Division",Pakistan
SNM Securities (Pvt.) Limited,Pakistan
"Summit Capital (Private) Limited, Research Division",Pakistan
Zarai Taraqiati Bank Limited,Pakistan
Al Wasata Securities Co. Ltd.,Palestinian-Territory
"BAC International Bank, Inc.",Panama
Banistmo S.A.,Panama
"Corporacion UBC Internacional, S.A.",Panama
"ES Bank (Panama), S.A.",Panama
"Indesa & Co., Inc.",Panama
"Primer Banco del Istmo, S.A.",Panama
"Real Estate Investment Thrust, Inc.",Panama
BSP Capital Limited,Papua-New-Guinea
Rural Development Bank Ltd.,Papua-New-Guinea
Citibank N.A. Sucursal Paraguay,Paraguay
Apoyo Group,Peru
Credibolsa Sociedad Agente De Bolsa S.A.,Peru
Inteligo Sociedad Agente de Bolsa S.A.,Peru
LXG Capital S.A.C.,Peru
NCF Bolsa SAB S.A.,Peru
"Scotiabank Per   S.A.A., Research Division",Peru
"Seminario y Cia. Sociedad Agente de Bolsa S.A, Research Division",Peru
A.T. De Castro Securities Corporation,Philippines
Abacus Securities Corporation,Philippines
"COL Financial Group, Inc., Research Division",Philippines
"J.M. Barcelon & Co., Inc.",Philippines
Lahmeyer IDP Consult,Philippines
"Mbank Philippines (A Thirft Bank), Inc.",Philippines
Agencja Rozwoju Pomorza S.A.,Poland
Aniemax Capital Sp. z o.o.,Poland
APAX Consulting Group,Poland
Arena Tax Sp. z o.o.,Poland
"Bank Gospodarki Zywnosciowej SA, Research Division",Poland
Capital One Advisers Sp. z o.o.,Poland
"Dom Maklerski BZ WBK S.A., Research Division",Poland
Dom Maklerski TMS Brokers S.A.,Poland
Expander Advisors Sp. z o.o.,Poland
FM Bank PBP SA,Poland
IMAP Access 2 sp. z o.o.,Poland
Inteliace Research,Poland
"Ipopema Securities S.A., Research Division",Poland
Krajowy Depozyt Papier  w Wartosciowych S.A.,Poland
"Lasanoz Finance Sp. z o.o. Sp. k., Research Division",Poland
Malopolska Regional Development Agency S.A.,Poland
"Millennium Dom Maklerski Spolka Akcyjna, Research Division",Poland
"Nevius, S. A.",Poland
Noble Securities S.A.,Poland
PENTEGY S.A.,Poland
Silkroute Securities (Polska) sp. z o.o.,Poland
Spartan Sp. z o.o.,Poland
X-Trade Brokers Dom Maklerski S.A.,Poland
"Banco BIC Portugu ™s, S.A.",Portugal
Banco Expresso Atlantico,Portugal
INTERBOLSA - Sociedade Gestora de Sistemas de Liquidacao e de Sistemas Centralizados de Valores,Portugal
"QNB Financial Services, Research Division",Qatar
Banca Romaneasca SA,Romania
Bucharest Equity Research Group S.A.,Romania
Darian DRS SA,Romania
IAROM S.A.,Romania
ING Bank Romania,Romania
KBC Securities- CEE Research,Romania
"Piraeus Bank Romania S.A., Research Division",Romania
Raiffeisen Investment Romania SRL,Romania
"S.C. Bancpost S.A., Research Division",Romania
S.C. IEBA Trust S.S.I.F. SA,Romania
SC Fairwind Consulting SRL,Romania
SSIF Fairwind Securities SA,Romania
"SSIF IEBA Trust SA, Research Division",Romania
Swiss Capital S.A.,Romania
"""Commercial bank """"European trust bank"""" (CJSC)""",Russia
"""Limited Liability Company """"Dvina Capital""""""",Russia
"""OJSC Bank """"Petrocommerce"""", Research Division""",Russia
"""OOO """"Spectr Invest""""""",Russia
"""Open joint-stock company """"Sotsinvestbank""""""",Russia
"Alpari, Research Division",Russia
AMB Bank Open Joint Stock Company,Russia
Asian - Pacific Bank Open joint-stock company,Russia
Aton LLC,Russia
Bank WestLB Vostok ZAO,Russia
"BCS Financial Group., Research Division",Russia
"Blackwood Real Estate, Research Division",Russia
BrokerCreditService Ltd.,Russia
Cetelem Bank LLC,Russia
Commercial Bank Gagarinsky Closed Joint-Stock Company,Russia
Commercial Bank LOCKO-Bank (closed joint-stock company),Russia
Computershare (Russia) Limited,Russia
Convers Group Management Company OJSC,Russia
Dalnevostochny Bank,Russia
"DOHOD Investment Company, Research Division",Russia
FTS Infina ZAO,Russia
"FUNDSERVICEBANK, open joint-stock company",Russia
GAZ-Finans Limited Liability Company,Russia
GiproKommunEnergo Ltd.,Russia
IFK Chetvertoye Izmereniye,Russia
"Interspread-Invest Financial Company CJSC, Research Division",Russia
Investcafe,Russia
Investment and Financial Company RFA-Invest LLC,Russia
Joint Stock Commercial Bank Moscow Industrial Bank,Russia
Joint Stock Commercial Bank Tulskiy Promyshlennik,Russia
Joint Stock Company Joint Stock Commercial bank ‚ÄúVolgoprombank‚Äù,Russia
JSC Khanty-Mansiysk Bank,Russia
Kvadrat Financial Supermarket Open Joint-Stock Company,Russia
Latum LLC,Russia
LenMontazhStroy Investment Company,Russia
LIFE Financial Group,Russia
Maritime Bank,Russia
Moskombank,Russia
Niko-Bank JSC,Russia
Nizhny Novgorod City Bank,Russia
NovStream Internet Advisors,Russia
OJSC Bank AVB,Russia
OOO Interfax - TSEA,Russia
OOO Mejprombank Plus (M Plus),Russia
"Open Joint Stock Company Alfa-Bank, Research Division",Russia
Open Joint Stock Company Russian Bank for Small and Medium Enterprises Support,Russia
Otkritie Bank Joint Stock Company,Russia
Pioneer Securities,Russia
Renova Group of Companies,Russia
"Ricom-Trust Investment Company CJSC, Research Division",Russia
Rosenergobank Closed Joint Stock Company,Russia
ROSINBANK-SIBERIA Joint Stock Company,Russia
Russian Financial Corporation Bank Open Joint-Stock Company,Russia
"Rye, Man and Gor Securities, Research Division",Russia
"SarovBusinessBank, OJSC",Russia
Sovlink LLC,Russia
St. Petersburg Banking House Joint Stock Company,Russia
State Corporation Bank for Development and Foreign Economic Affairs (Vnesheconombank),Russia
The Bank IBA-MOSCOW Limited liability company,Russia
Troika Dialog Financial Consultant CJSC,Russia
"UFS Investment Company, Research Division",Russia
Uniastrum Bank (LLC),Russia
"VTB Capital, Research Division",Russia
ZAO KB NS Bank,Russia
FINA Bank S.A.,Rwanda
Caribbean Risk Managers Ltd.,Saint-Lucia
Al Rajhi Capital Company,Saudi-Arabia
"AlBilad Investment Company, Research Division",Saudi-Arabia
Alinma Investment Company,Saudi-Arabia
"Alistithmar Capital Company, Research Division",Saudi-Arabia
Lazard Saudi Arabia Limited,Saudi-Arabia
Muscat Capital LLC,Saudi-Arabia
"Samba Financial Group, Research Division",Saudi-Arabia
The Arab Investment Company S.A.A.,Saudi-Arabia
"Wasatah Capital, Advisory Arm",Saudi-Arabia
Watan Investment and Securities Company,Saudi-Arabia
ERSTE BANK a.d. Novi Sad,Serbia
KBC Broker,Serbia
National Development Bank Ltd.,Sierra-Leone
ABN AMRO Private Banking Asia,Singapore
Affinitiv Pte Ltd,Singapore
Antuit Pte. Ltd.,Singapore
AV Capital Pte. Ltd,Singapore
Bank of America Singapore Limited,Singapore
Business Continuity Planning Asia Pte Ltd.,Singapore
Censere Holdings Limited,Singapore
City Index Asia Pte Ltd.,Singapore
FACTS Global Energy Group,Singapore
Fuziq Pte Ltd.,Singapore
Global Advisors (Singapore) Pte Limited,Singapore
HSH Nordbank AG Singapore Branch,Singapore
Imprimis (Singapore) Pte Ltd,Singapore
"ISR Capital Limited, Research Division",Singapore
Life Planning Associates Pte Ltd.,Singapore
MBE Corporate Advisory Pte Ltd,Singapore
NMG Consulting Limited,Singapore
"OCBC Bank, Research Division",Singapore
Phillip Securities Pte Ltd.,Singapore
"Phillip Securities, Research Division",Singapore
Professional Investment Advisory Services Pte Ltd,Singapore
Prophecy PTE Ltd.,Singapore
Securities Investors Association (Singapore),Singapore
SG Private Banking (Asia Pacific),Singapore
"Singapore Commodities Group Co., Pte Ltd.",Singapore
Straits Financial Group Pte Ltd.,Singapore
TAKE Solutions Pte. Limited,Singapore
Total Wealth Management Pte Ltd.,Singapore
Training Vision Pte Ltd.,Singapore
Tri-Zen International Pte. Ltd.,Singapore
Voyage Research Pte Ltd,Singapore
Castor & Pollux A.S.,Slovakia
EXIMBANKA SR,Slovakia
"Sevisbrokers Finance o.c.p., a.s., Research Division",Slovakia
Slovensk ° Z °rucn ° a Rozvojov ° Banka a.s.,Slovakia
"Vseobecna Uverova Banka AS, Research Division",Slovakia
"AVALON, svetovalna druzba, d.o.o.",Slovenia
"Borzen, organizator trga z elektricno energijo, d.o.o.",Slovenia
Center Nalozbe Financna Druzba D.D.,Slovenia
Nova Kreditna Banka Maribor d.d.,Slovenia
Publikum Fin d.o.o.,Slovenia
Publikum Trezor d.o.o.,Slovenia
"Slovene Export and Development Bank, Inc.",Slovenia
UniCredit Banka Slovenija d.d.,Slovenia
"Absa Capital, Research Division",South-Africa
Accenture (South Africa) Pty Ltd,South-Africa
Africa Project Access (Pty) Ltd.,South-Africa
allaboutXpert (pty) ltd.,South-Africa
Barnard Jacobs Mellet Private Client Services (pty) Ltd,South-Africa
Bidvest Bank Limited,South-Africa
Capital Corporation (Proprietary) Limited,South-Africa
Community Investment Holdings (Pty) Ltd,South-Africa
Corvus Capital (SA) Holdings Limited,South-Africa
Douglas Parker Associates (Pty) Ltd.,South-Africa
Fieldstone Africa (Proprietary) Limited,South-Africa
Green Giraffe,South-Africa
Independent Fundamental Research CC,South-Africa
Knowledge Integration Dynamics (Pty) Ltd,South-Africa
Land and Agricultural Development Bank of South Africa,South-Africa
Managed Integrity Evaluation (Pty) Limited,South-Africa
mCubed Holdings,South-Africa
Mochron Ltd.,South-Africa
Mondial Consultants (Proprietary) Limited,South-Africa
Noah Financial Innovation (Proprietary) Limited,South-Africa
Precious Prospects Group,South-Africa
Quindiem Consulting (Pty) Ltd.,South-Africa
"Rand Merchant Bank, Research Division",South-Africa
Saambou Holdings Ltd.,South-Africa
"SBG Securities (Proprietary) Limited, Research Division",South-Africa
SBG Securities (Pty) Ltd,South-Africa
Sovereignty Capital Advisors (Pty) Ltd,South-Africa
Spirit Capital (Pty) Ltd.,South-Africa
St. James Global,South-Africa
Sygnia Investment Holdings (Pty) Ltd,South-Africa
The IQ Business Group (Pty) Ltd,South-Africa
The Wealth Corporation (Pty) Ltd,South-Africa
Towers Watson (Pty) Limited,South-Africa
Utho Capital (Pty) Ltd.,South-Africa
Volition Consulting Services (Pty) Ltd.,South-Africa
Vunani Private Client Holdings (Pty) Ltd,South-Africa
Worldwide Capital Limited,South-Africa
Aju Savings Bank,South-Korea
Apple Investment & Securities Co. Ltd.,South-Korea
BNG Securities Co. Ltd.,South-Korea
"Busan Bank Co., Ltd.",South-Korea
Citigroup Global Markets Korea Securities Limited,South-Korea
Consumer Credit Assistant Fund Co. Ltd.,South-Korea
Daegu Bank Ltd.,South-Korea
Daishin Economic Research Institute,South-Korea
"DAP Holding, Inc.",South-Korea
"DCB Education Co., Ltd.",South-Korea
Eco-Frontier Co. Ltd.,South-Korea
"Golden Bridge Investment & Securities Co., Ltd, Research Division",South-Korea
"Green Water Co., Ltd.",South-Korea
Gyeonggi Solomon Savings Bank,South-Korea
Hana Institute of Finance,South-Korea
"Hidy Investment Co.,Ltd",South-Korea
"Hyundai Investment Network Co., Ltd.",South-Korea
IRC Limited,South-Korea
Jeil Savings Bank,South-Korea
"KIS Pricing, Inc.",South-Korea
"Kodit 2012 the 8th Securitization Specialty Co., Ltd.",South-Korea
Korea Center for International Finance,South-Korea
Korea Insurance Research Institute,South-Korea
"Korea Inter Dealer Brokerage Co., Ltd.",South-Korea
"Korea Investment & Securities Co., Ltd.",South-Korea
"Korea Investment Savings Bank Co., Ltd.",South-Korea
Korea Money Brokerage Corp.,South-Korea
"Kyobo Securities Co., Ltd., Research Division",South-Korea
KYONGNAMBANK,South-Korea
LG Economic Research Institute,South-Korea
Maewha K-Stars Ltd,South-Korea
Meriel Partners Ltd,South-Korea
Mirae Asset Capital Co.Ltd.,South-Korea
"Mirae Asset Consulting Co., Ltd.",South-Korea
Nemo Partners Strategy Consulting Group,South-Korea
"NH Miraechan 3rd Co., Ltd.",South-Korea
"OK 2 Savings Bank Co.,Ltd.",South-Korea
Resolution & Finance Corporation,South-Korea
"Sejong Co.,Ltd.",South-Korea
"SF Investment Co., Ltd.",South-Korea
"Shinyoung Securities Co., Ltd., Research Division",South-Korea
Solomon Savings Bank,South-Korea
Standard Chartered Bank Korea Limited,South-Korea
"Taurus Investment & Securities Co., Ltd.",South-Korea
"Taurus Investment & Securities Co., Ltd., Research Division",South-Korea
"Teckwah Value Chain Korea Co., Ltd.",South-Korea
Tongyang Value Ocean Special Purpose Acquisition Company,South-Korea
"Union Savings Bank Co., Ltd",South-Korea
"Woori Futures Co., Ltd.",South-Korea
"WOORI Investment & Securities Co., Ltd., Research Division",South-Korea
"Zeniel Co., Ltd.",South-Korea
ACE International Consultants S.L.,Spain
Alienzo Servicios de Desarrollo Corporativo SL,Spain
Allfunds Bank SA,Spain
Ambers&Co.,Spain
Auren,Spain
"Banco de Madrid, S.A.U.",Spain
"Banco Europeo de Finanzas, S.A.",Spain
Banco Financiero y de Ahorros S.A.U.,Spain
BBVA Research SA,Spain
"Caja de Ahorros y Monte de Piedad de Zaragoza, Arag  n y Rioja",Spain
"Cecabank, S.A.",Spain
"Corporaci  n Financiera Caja de Madrid, S.A.",Spain
CRM Concord SA,Spain
"crossCheck, S.L.",Spain
"Elkargi, S.G.R.",Spain
GB/Lynx Artisan,Spain
Grupo GB Dosvalor,Spain
GVC Gaesco Valores S.V. S.A.,Spain
"IKEI research & consultancy, S.A.",Spain
"Interdin Bolsa Sociedad de Valores, S.A., Research Division",Spain
"InterMoney Valores, S.V.",Spain
"Inverseguros, S.A.",Spain
"LLORENTE & CUENCA Madrid, S.L.",Spain
Lowendal Espana,Spain
"Mckinsey And Company, S.L.",Spain
Sabertia Capital Partners,Spain
"Santander Consumer Finance, S.A.",Spain
Sigrun Partners,Spain
"Tagua Capital, SGECR, S.A.",Spain
"Tecnica Y Proyectos, S.A.",Spain
Mananga Management Centre,Swaziland
AB Swedcarrier,Sweden
Casteyo AB,Sweden
Catella Property Group AB,Sweden
"Endevo, Part of Flander Group",Sweden
Fakta Finans i Sverige AB,Sweden
Grayling Sweden,Sweden
Inibiz Enterprise AB,Sweden
Inquiry Financial Europe AB,Sweden
Institute for Financial Research,Sweden
Newcap Consulting AB,Sweden
"Nordea Markets, Research Division",Sweden
"Nordea, Economic Research",Sweden
"Ocean Bridge Capital, Ltd.",Sweden
Partners Of Alumni AB,Sweden
Proffice Service Centers AB,Sweden
Projektengagemang AB,Sweden
"Redeye AB, Research Division",Sweden
Remium AB,Sweden
S  derlind & Co AB,Sweden
Seedcap AB,Sweden
Sek Financial Advisors AB,Sweden
Sparbanken  ñresund AB (publ),Sweden
TradeChannel Consulting AB,Sweden
Uppsala Innovation Centre AB,Sweden
ARBB AG,Switzerland
Atkinson Stuart Management AG,Switzerland
Banca Arner SA,Switzerland
Bank am Bellevue,Switzerland
"Bank J. Safra Sarasin Ltd, Research Division",Switzerland
"Bank Julius Baer & Co. Ltd., Research Division",Switzerland
"Bank Vontobel AG, Research Division",Switzerland
Banque Bonh ¥te & Cie SA,Switzerland
"Banque Franck, Galland & Cie. S.A.",Switzerland
"Banque Priv ©e Edmond de Rothschild S.A., Research Division",Switzerland
Bellevue Holding AG,Switzerland
bridport & cie s.a.,Switzerland
BRP Bizzozero & Partners SA,Switzerland
Business & Finance Consulting GmbH (LLC),Switzerland
Ceres Capital AG,Switzerland
Cornis Consult Finance,Switzerland
Covalence SA,Switzerland
"Covalence SA, Research Division",Switzerland
Derivative Partners Holding AG,Switzerland
Dr. Bj  rn Johansson Associates Inc.,Switzerland
Dynamics Group AG,Switzerland
EFG Bank European Financial Group SA,Switzerland
Egon Zehnder International (Schweiz) AG,Switzerland
Faisal Private Bank (Switzerland) SA,Switzerland
Falcon Private Bank Ltd.,Switzerland
FIN ' LOG AG,Switzerland
Gazprombank (Switzerland) Ltd,Switzerland
Groupe Delarive SA,Switzerland
Habib Bank AG Zurich,Switzerland
Hammer Partners SA,Switzerland
Helbling Business Advisors AG,Switzerland
"Hostettler, Kramarsch & Partner AG",Switzerland
ICB Financial Group Holdings AG.,Switzerland
IMC Investment & Management Consultants AG,Switzerland
KAIZEN Institute Consulting Group Ltd.,Switzerland
"Lombard Odier Darier Hentsch & Cie, Research Division",Switzerland
Lufin Partners AG,Switzerland
Mundaun Financial Design AG,Switzerland
Notenstein Private Bank Ltd,Switzerland
NZB Neue Zuercher Bank AG,Switzerland
PFS AG,Switzerland
Pictet & Cie,Switzerland
PKB Privatbank AG,Switzerland
Rahn & Bodmer Co.,Switzerland
Raiffeisenbank Untergau Genossenschaft,Switzerland
Rockcliffe Partners Sarl,Switzerland
Schroder & Co. Bank AG,Switzerland
SIX Securities Services AG,Switzerland
SIX SIS AG,Switzerland
Starfuels SA,Switzerland
Stonehage S.A.,Switzerland
SVP International SA,Switzerland
Swiss Trading Corporation SA,Switzerland
Taussig Capital AG,Switzerland
Tiro Holding Ag,Switzerland
Topwork AG,Switzerland
Tradition Financial Services SA,Switzerland
Valiant Bank AG,Switzerland
VZ VermoegensZentrum,Switzerland
"Zurcher Kantonalbank AG, Research Division",Switzerland
Bank SinoPac,Taiwan
"Cathay United Bank Co., Ltd.",Taiwan
Chung-Hua Institution for Economic Research,Taiwan
Concord Capital Management Corporation,Taiwan
Cosmos Bank Taiwan,Taiwan
"E.SUN Commercial Bank, Ltd.",Taiwan
"First Commercial Bank, Ltd.",Taiwan
First Securities Inc.,Taiwan
Fubon Securities Co. Ltd.,Taiwan
Hong Kong and Shanghai Banking Corp. Ltd. (Taipei Branch),Taiwan
"Hua Nan Commercial Bank, Ltd.",Taiwan
"Jih Sun International Commercial Bank Co., Ltd.",Taiwan
"Land Bank of Taiwan Co., Ltd.",Taiwan
"Mega Bills Finance Co., Ltd.",Taiwan
"Mega Securities Co., Ltd.",Taiwan
"Polaris Securities Co., Ltd.",Taiwan
"Primasia Securities Company Limited, Research Division",Taiwan
"Shin Kong Securities Co., Ltd.",Taiwan
SinoPac Securities Corporation,Taiwan
Taishin Bills Finance Corporation,Taiwan
"Taishin International Bank Co., Ltd.",Taiwan
"Taishin Securities Co., Ltd.",Taiwan
"Taiwan Cooperative Bank Co., Ltd.",Taiwan
"Taiwan Financial Holding Co., Ltd.",Taiwan
"Yuanta Securities Finance Co., Ltd.",Taiwan
Diamond Trust Bank Tanzania Limited,Tanzania
"Tanzania Securities Limited, Research Division",Tanzania
"Asia Plus Securities Public Co. Ltd., Research Division",Thailand
AWR Lloyd Limited,Thailand
"Bualuang Securities PCL, Research Division",Thailand
"Kasikorn Research Center Co., Ltd.",Thailand
Land and Houses Bank Public Company Limited,Thailand
Land and Houses Securities Public Company Limited,Thailand
Macquarie Securities (Thailand) Limited,Thailand
"Phatra Securities, Private Wealth Management",Thailand
SCB Securities Company Limited,Thailand
Thanachart Bank Public Company Limited,Thailand
The Hongkong and Shanghai Banking Corporation Limited (Thailand),Thailand
Firstline Securities Limited,Trinidad
AlphaMena,Tunisia
Amen Invest S.A.,Tunisia
Capinvest Partners,Tunisia
COMETE Engineering SA,Tunisia
MAC SA,Tunisia
Tunisie Factoring,Tunisia
Tunisie Valeurs SA,Tunisia
"Tunisie Valeurs, Research Division",Tunisia
Besfin Finansal Hizmetler Danismanlik ve Tic. A.S,Turkey
Citi Menkul Degerler A.S.,Turkey
Deutsche Bank A.S.,Turkey
Ecofys Turkey San. ve Tic. Ltd. Sti,Turkey
Finansinvest,Turkey
HSBC Yatirim Menkul Degerler AS,Turkey
"Is Yatirim Menkul Degerler A.S., Research Division",Turkey
K Partners International,Turkey
KOC Finansal Hizmetler A.S.,Turkey
MCM Consulting,Turkey
Sardis Securities Inc.,Turkey
SAS Finance,Turkey
"Seker Yatirim Menkul Degerler A.S., Research Division",Turkey
Servotel Corporation,Turkey
Turkish Yatirim A.S.,Turkey
Atlas Financial Group Ltd.,Turks
"MBEA Brokerage Services (Uganda) Limited, Research Division",Uganda
"""OJSC CB """"Promekonombank""""""",Ukraine
Altius,Ukraine
"Altus Assets Activities, Research Division",Ukraine
European Agency for Debt Recovery LLC,Ukraine
ING Bank Ukraine,Ukraine
"Investment Capital Ukraine LLC, Research Division",Ukraine
"JSC Altana Capital, Research Division",Ukraine
"Millennium Capital, Research Division",Ukraine
Misto Bank PJSC,Ukraine
Public Joint Stock Bank Mercury,Ukraine
Public Joint Stock Company Commercial Bank Ukrainian Financial World,Ukraine
Public Joint Stock Company Delta Bank,Ukraine
Public Joint Stock Company Fidobank,Ukraine
Public Joint Stock Company Marfin Bank,Ukraine
"Public Joint Stock Company Raiffeisen Bank Aval, Research Division",Ukraine
Public joint stock company Zakhidinkombank,Ukraine
Public Joint-Stock Company Eastern Ukrainian Bank Grant,Ukraine
Sokrat Financial Company LLC,Ukraine
"Sokrat, Research Division",Ukraine
"TEKT, Advisory Arm",Ukraine
Ukrprombank LLC,Ukraine
"VISUM Capital, Advisory Arm",Ukraine
Abu Dhabi Financial Services LLC,United-Arab-Emirates
Akamai Financial Markets Executive Search (Dubai) Ltd.,United-Arab-Emirates
"Al Fajer Securities LLC, Research Division",United-Arab-Emirates
Al Futtaim HC Securities-LLC,United-Arab-Emirates
Al-Fajer Securities L.L.C.,United-Arab-Emirates
"Alpen Capital (ME) Limited, Research Division",United-Arab-Emirates
"Atlas Financial Services, LLC",United-Arab-Emirates
"Bank of Baroda, UAE Branch",United-Arab-Emirates
CI Capital Gulf Financial Brokerage Co LLC,United-Arab-Emirates
"Dubai Financial Brokerage, LLC, Research Division",United-Arab-Emirates
"Dun & Bradstreet South Asia Middle East, Ltd.",United-Arab-Emirates
Emaar Financial Services,United-Arab-Emirates
Emirates Development Bank,United-Arab-Emirates
Emirates Financial Services PSC,United-Arab-Emirates
"Emirates NBD Bank PJSC, Research Division",United-Arab-Emirates
Envestors MENA Limited,United-Arab-Emirates
Essdar Capital Limited,United-Arab-Emirates
Gate Capital Limited,United-Arab-Emirates
Holborn Group,United-Arab-Emirates
iFinancial Management S.A.,United-Arab-Emirates
INOVA Finance & Investment Consultancy FZE,United-Arab-Emirates
InvestOne Financial Advisory EST,United-Arab-Emirates
Julius Baer (Middle East) Ltd.,United-Arab-Emirates
KBC Aldini Capital Limited,United-Arab-Emirates
Leaderstar Solutions,United-Arab-Emirates
MAC Sharaf Securities (U.A.E) LLC,United-Arab-Emirates
Momentum International Limited,United-Arab-Emirates
National Financial Brokerage Company,United-Arab-Emirates
"NBAD Securities, Research Division",United-Arab-Emirates
Real Value Consultancy FZE,United-Arab-Emirates
"SHUAA Capital p.s.c., Research Division",United-Arab-Emirates
Tandem,United-Arab-Emirates
"Union National Bank PJSC, Research Division",United-Arab-Emirates
Univest Brokerage Co.,United-Arab-Emirates
Yasaar Limited,United-Arab-Emirates
"""Young Samuel Chambers (""""YSC"""") Ltd.""",United-Kingdom
7 Fifty Two Solutions Limited,United-Kingdom
7Y Services Limited,United-Kingdom
A J Bell Holdings Limited,United-Kingdom
Absolute Energy Capital LLP,United-Kingdom
ACE-Audit Control & Expertise Global Limited,United-Kingdom
Acuity Advisors Limited,United-Kingdom
Adam Smith International Ltd,United-Kingdom
ADR International Purchasing Consultants Limited,United-Kingdom
Advance Visual Communications plc,United-Kingdom
Advantage Technical Resourcing Limited,United-Kingdom
Afinia Services (UK) Ltd,United-Kingdom
Agem Capital Management Ltd.,United-Kingdom
AgFe Limited,United-Kingdom
AHV Associates LLP,United-Kingdom
"Alberdale & Co., Ltd.",United-Kingdom
Alexander Forbes Financial Services Limited,United-Kingdom
A-List Equity Research Limited,United-Kingdom
Allium Capital Limited,United-Kingdom
Alpha Financial Markets Consulting Ltd.,United-Kingdom
Alva Reputation Analysis Limited,United-Kingdom
Animos LLP,United-Kingdom
Annuities 4 U Limited,United-Kingdom
Anthesis Consulting Group PLC,United-Kingdom
Anvil Partners LLP,United-Kingdom
Apco Worldwide Ltd,United-Kingdom
Aptus Personnel Limited,United-Kingdom
Arena Wealth,United-Kingdom
Argyll Advisory LLP,United-Kingdom
Ariadne Capital Ltd.,United-Kingdom
Armstrong Craven Limited,United-Kingdom
Ascendant Limited,United-Kingdom
Ashcourt Rowan Financial Planning Limited,United-Kingdom
Augmentum Consulting Ltd.,United-Kingdom
Aupec Limited,United-Kingdom
Autonomous Research LLP,United-Kingdom
AWD Group Plc,United-Kingdom
Bankhall PMS Limited,United-Kingdom
Baringa Partners LLP,United-Kingdom
Baseline Capital Ltd,United-Kingdom
BBB Network Limited,United-Kingdom
Bell Pottinger Corporate & Financial Limited,United-Kingdom
"Berenberg, Research Division",United-Kingdom
Berry Birch & Noble Financial Planning Weston Ltd.,United-Kingdom
Biddick Associates Ltd.,United-Kingdom
Big Society Capital Limited,United-Kingdom
Birchman Group Ltd.,United-Kingdom
Bishopsgate Communications Limited,United-Kingdom
Black Sun Plc,United-Kingdom
Blackett Walker Ltd.,United-Kingdom
Blackwood Recruitment LLP,United-Kingdom
Blue Sky Performance Improvement Limited,United-Kingdom
Bluefin Advisory Services Limited,United-Kingdom
Bluerock Consulting Limited,United-Kingdom
BNP Paribas UK Holdings Limited,United-Kingdom
Boston Prime Limited,United-Kingdom
Boustead plc,United-Kingdom
Boyden Financial,United-Kingdom
Bridge Europe Consulting Limited,United-Kingdom
Bridge Investment Holding Limited,United-Kingdom
Bright Financial Services Limited,United-Kingdom
British Power International Limited,United-Kingdom
BroadGroup Ltd.,United-Kingdom
Brown Brothers Harriman Investor Services Ltd.,United-Kingdom
Brunswick Group LLP,United-Kingdom
Burwood Sage + Brookridge Ltd.,United-Kingdom
Business Control Solutions Group Ltd,United-Kingdom
Butlers,United-Kingdom
Butterfield Bank (UK) Limited,United-Kingdom
Buttonwood Tree Group Ltd.,United-Kingdom
BXR Partners LLP,United-Kingdom
C&M Financial Services Limited,United-Kingdom
CAERUS Capital Group Limited,United-Kingdom
"Cairn Capital Limited, Advisory Arm",United-Kingdom
Cambridge Economic Policy Associates Ltd,United-Kingdom
Campbell Lutyens & Co. Ltd,United-Kingdom
Canaccord Genuity Wealth Limited,United-Kingdom
Candesic Limited,United-Kingdom
